title,link,provider,subtitle,price,sold,id
Internet Marketing Level 3 Certificate,https://www.reed.co.uk/courses/internet-marketing-level-3-certificate/198032#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Internet Marketing - Special Offer,10.0,6,198032
Introduction to Trainer Skills Course,https://www.reed.co.uk/courses/introduction-to-trainer-skills-course/198035#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Introduction to Trainer Skills Certificate Endorsed by ABC Awards  - Special Offer,30.0,2,198035
Travel and Tourism ,https://www.reed.co.uk/courses/travel-and-tourism/198036#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Tourism management professional certificate Level 3 Endorsed by ABC Awards ,27.0,3,198036
ECommerce Management ,https://www.reed.co.uk/courses/ecommerce-management/198042#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,ECommerce Management Level 3 Certificate endorsed by ABC Awards - Special Offer,22.0,11,198042
Performance Management Certificate ,https://www.reed.co.uk/courses/performance-management-certificate/198360#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Performance Management level 3 Endorsed by ABC Awards - Special Offer,10.0,3,198360
Stress Management ,https://www.reed.co.uk/courses/stress-management/198362#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Stress Management Level 2 foundation certificate endorsed by ABC Awards - Special Offer,10.0,14,198362
Forensic Accounting Diploma Level 4,https://www.reed.co.uk/courses/forensic-accounting-diploma-level-4/199111#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Forensic Accounting Level 4 Diploma Endorsed by ABC Awards - Special Offer,220.0,2,199111
Customer Service Introduction,https://www.reed.co.uk/courses/customer-service-introduction/199351#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Service Introduction CPD Module - Special Offer,10.0,4,199351
Customer Service Effective Feedback Characteristics,https://www.reed.co.uk/courses/customer-service-effective-feedback-characteristics/199354#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Service Effective Feedback Characteristics CPD Module - Special Offer,10.0,0,199354
Customer Services Introduction,https://www.reed.co.uk/courses/customer-services-introduction/199355#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Services Introduction CPD Module - Special Offer,10.0,4,199355
Customer Service Focused Organisation,https://www.reed.co.uk/courses/customer-service-focused-organisation/199360#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Service Focused Organisation - Special Offer,10.0,1,199360
Understanding Debits and Credits,https://www.reed.co.uk/courses/understanding-debits-and-credits/199361#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Accountancy Understanding Debits and Credits - Special Offer,10.0,14,199361
Accounting Concepts and Standards,https://www.reed.co.uk/courses/accounting-concepts-and-standards/199363#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Accountancy Accounting Concepts and Standards - Special Offer,10.0,4,199363
Customer Service Training and Development ,https://www.reed.co.uk/courses/customer-service-training-and-development/199366#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Service Training and Development CPD Module - Special Offer,10.0,2,199366
Customer Service Effective Communication,https://www.reed.co.uk/courses/customer-service-effective-communication/199367#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Service Effective Communication CPD Module - Special Offer,10.0,0,199367
Customer Service Building Customer Relations,https://www.reed.co.uk/courses/customer-service-building-customer-relations/199368#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Service Building Customer Relations - Special Offer,10.0,4,199368
Customer Service Dealing with Unprofitable Customers,https://www.reed.co.uk/courses/customer-service-dealing-with-unprofitable-customers/199369#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Service Dealing with Unprofitable Customers CPD Module - Special Offer,10.0,1,199369
Customer Service Complaints Handling,https://www.reed.co.uk/courses/customer-service-complaints-handling/199370#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Service Complaints Handling CPD Module - Special Offer,10.0,62,199370
Customer Service Verbal Communication Techniques,https://www.reed.co.uk/courses/customer-service-verbal-communication-techniques/199373#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Service Verbal Communication Techniques CPD Module - Special Offer,10.0,4,199373
Customer Service Successful Telephone selling techniques,https://www.reed.co.uk/courses/customer-service-successful-telephone-selling-techniques/199376#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,        Customer Service Successful Telephone selling techniques CPD Module - Special Offer,10.0,2,199376
Customer Service Negotiation Techniques,https://www.reed.co.uk/courses/customer-service-negotiation-techniques/199377#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Service - Special Offer,10.0,2,199377
"Accounting, The Role of an Accountant",https://www.reed.co.uk/courses/accounting-the-role-of-an-accountant/199378#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,"Accounting. Accounting, The Role of an Accountant - Special Offer",10.0,5,199378
Accounting Budget Planning for Business,https://www.reed.co.uk/courses/accounting-budget-planning-for-business/199382#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Budget Planning for Business in Accounting Accredited by CPD Standard Office - Special Offer,10.0,5,199382
Accounting Variance Analysis,https://www.reed.co.uk/courses/accounting-variance-analysis/199384#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Variance Analysis in Accounting  Accredited by CPD Standard Office - Special Offer,10.0,6,199384
Financial Ratio Analysis,https://www.reed.co.uk/courses/financial-ratio-analysis/199385#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Financial Ratio Analysis unit - Special Offer,10.0,9,199385
Financial Management,https://www.reed.co.uk/courses/financial-management/199386#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Financial Management CPD Module - Special Offer,10.0,8,199386
Accounting Capital Management,https://www.reed.co.uk/courses/accounting-capital-management/199387#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Accounting Capital Management CPD Module - Special Offer,10.0,3,199387
Business Operations Management,https://www.reed.co.uk/courses/business-operations-management/230791#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Operations Management CPD Module - Special Offer,10.0,12,230791
Hair Care,https://www.reed.co.uk/courses/hair-care/201976#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Hair Care in Beauty Therapy Accredited by CPD Standard Office - Special Offer,10.0,18,201976
Salon Management,https://www.reed.co.uk/courses/salon-management/201978#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Salon Management CPD Module,10.0,38,201978
Business Resources Management,https://www.reed.co.uk/courses/business-resources-management/201536#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Resources Management CPD Module - Special Offer,10.0,1,201536
Customer Service Understanding your customers to drive sales,https://www.reed.co.uk/courses/customer-service-understanding-your-customers-to-drive-sales/199374#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Service Understanding your customers to drive sales CPD Module - Special Offer,10.0,0,199374
Customer Service Asking the Right Questions,https://www.reed.co.uk/courses/customer-service-asking-the-right-questions/199375#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Customer Service Asking the Right Questions CPD Module - Special Offer,10.0,1,199375
Supply Chain Management Using Information Technology ,https://www.reed.co.uk/courses/supply-chain-management-using-information-technology/204141#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Using Information Technology CPD unit - Special Offer,10.0,3,204141
Marketing Verbal Communication,https://www.reed.co.uk/courses/marketing-verbal-communication/204705#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Marketing Verbal Communication CPD Module - Special Offer,10.0,0,204705
Workplace Health and Safety Strategic Plan,https://www.reed.co.uk/courses/workplace-health-and-safety-strategic-plan/201565#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Preparing and Implementing a Safety Plan CPD Module ,10.0,3,201565
Accounting CPD Module,https://www.reed.co.uk/courses/accounting-cpd-module/199388#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Accounting Investment Methods CPD Accredited Unit - Special Offer,10.0,2,199388
Budgets Management and Monitoring,https://www.reed.co.uk/courses/budgets-management-and-monitoring/201397#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Budgets Management and Monitoring - Special Offer,10.0,4,201397
Business Decision Making and Choosing investment Opportunities,https://www.reed.co.uk/courses/business-decision-making-and-choosing-investment-opportunities/201400#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Decision Making and  Choosing investment Opportunities CPD Module - Special Offer,10.0,1,201400
Business Creating a Sales and Marketing Strategy,https://www.reed.co.uk/courses/business-creating-a-sales-and-marketing-strategy/201405#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Creating a Sales and Marketing Strategy - Special Offer,10.0,6,201405
Assertiveness and Self-Esteem An Introduction,https://www.reed.co.uk/courses/assertiveness-and-self-esteem-an-introduction/201407#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Self-Esteem and Assertiveness Introduction | CPD Module | 10 CPD Points/Credits,10.0,31,201407
 Business Ethics Introduction ,https://www.reed.co.uk/courses/business-ethics-introduction/201409#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Ethics Introduction  CPD Module - Special Offer,10.0,2,201409
Business Philosophical Approaches to Business Ethics,https://www.reed.co.uk/courses/business-philosophical-approaches-to-business-ethics/201411#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Philosophical Approaches to Business Ethics CPD Module - Special Offer,10.0,5,201411
Business Developing Codes for Office Ethics,https://www.reed.co.uk/courses/business-developing-codes-for-office-ethics/201414#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Developing Codes for Office Ethics CPD Module - Special Offer,10.0,1,201414
Business Common Ethical Dilemmas,https://www.reed.co.uk/courses/business-common-ethical-dilemmas/201416#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Common Ethical Dilemmas CPD Module - Special Offer,10.0,0,201416
 Business Etiquette Introduction ,https://www.reed.co.uk/courses/business-etiquette-introduction/201417#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Etiquette Introduction - Special Offer,10.0,2,201417
Business Proper ways for Business Dining,https://www.reed.co.uk/courses/business-proper-ways-for-business-dining/201420#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Proper ways for Business Dining CPD Module - Special Offer,10.0,1,201420
Business Learning Organization,https://www.reed.co.uk/courses/business-learning-organization/201423#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Learning Organization CPD Module - Special Offer,10.0,0,201423
Business Understanding Leadership,https://www.reed.co.uk/courses/business-understanding-leadership/201429#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Understanding Leadership - Special Offer,10.0,3,201429
Business Change Management,https://www.reed.co.uk/courses/business-change-management/201431#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Change Management CPD Module - Special Offer,10.0,21,201431
Business Strategic Planning,https://www.reed.co.uk/courses/business-strategic-planning/201434#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Strategic Planning CPD Module - Special Offer,10.0,2,201434
Business Building a Corporate Brand,https://www.reed.co.uk/courses/business-building-a-corporate-brand/201437#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Building a Corporate Brand CPD Module - Special Offer,10.0,1,201437
Business Planning for the Future,https://www.reed.co.uk/courses/business-planning-for-the-future/201438#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Planning for the Future CPD Module - Special Offer,10.0,1,201438
Business Ethics and Leadership Essentials,https://www.reed.co.uk/courses/business-ethics-and-leadership-essentials/201440#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Ethics and Leadership Essentials - Special Offer,10.0,1,201440
Business Understanding Critical Thinking,https://www.reed.co.uk/courses/business-understanding-critical-thinking/201441#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Understanding Critical Thinking CPD Module - Special Offer,10.0,0,201441
Business The Critical Thinking Process,https://www.reed.co.uk/courses/business-the-critical-thinking-process/201442#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business The Critical Thinking Process CPD Module - Special Offer,10.0,5,201442
Business Critical and Creative Thought Systems,https://www.reed.co.uk/courses/business-critical-and-creative-thought-systems/201443#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Critical and Creative Thought Systems CPD Module - Special Offer,10.0,0,201443
How Online Business can benefit you,https://www.reed.co.uk/courses/how-online-business-can-benefit-you/201447#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,Business Management How Online Business can benefit you - Special Offer,10.0,0,201447
